301703,30003160
30003160,30003001
30003001,30003051
30003051,30003003
30003003,30003002
830004111,830004014
830004014,830004008
830004008,830004113
830004113,830004118
830004118,830004119
830004119,830004121
830004121,830004123
830004123,830004099
830004099,830004096
830004096,830004093
830004093,830004436
830004436,840004391
840004391,840003943
840003943,840003942
840003942,840003935
840003935,840003933
840003933,840003930
840003930,840000580
840000580,840000582
840000582,840000584
840000584,840000585
840000585,840002053
840002053,840002054
840002054,840002056
840002056,710002057
710002057,710002058
710002058,710002059
710002059,7113141
7113141,880002060
880002060,880002061
880002061,710000731
710000731,710000729
710000729,880000945
880000945,880000946
880000946,880000947
880000947,880000948
880000948,8812626
880000949,8812628
8812628,880000760
880000760,710000728
710000728,880000730
880000730,880000732
880000732,880002037
880002037,880002038
880002038,880002039
880002039,840002040
840002040,840002045
840002045,840002044
840002044,840002042
840002042,840002043
840002043,840002051
840002051,840000676
840000676,840000583
840000583,840000581
840000581,840003931
840003931,840003932
840003932,840003934
840003934,840003941
840003941,840004390
840004390,830004435
830004435,830004437
830004437,830004092
830004092,830004094
830004094,830004095
830004095,830004097
830004097,830004098
830004098,830004124
830004124,830004122
830004122,830004120
830004120,830004117
830004117,830004114
830004114,830004112
830004112,830004111
620003221,620003222
620003222,620003223
620003223,620003234
620003234,620003225
620003225,620003226
620003226,620003193
620003193,620003204
620003204,620003201
620003201,620003199
620003199,620003197
620003197,620003096
620003096,620003097
620003097,620003098
620003098,620003099
620003099,620003102
620003102,620003105
620003105,620003106
620003106,620003112
620003112,620003267
620003267,620003268
620003268,410003270
410003270,410003272
410003272,410003280
410003280,410003283
410003283,410003581
410003581,410003580
410003580,410003578
410003578,410003576
410003576,410003573
410003573,410003437
410003437,410003396
410003396,110003393
110003393,110003391
110003391,110003389
110003389,110003387
110003387,290003359
290003359,640000471
640000471,640000469
640000469,640000468
640000468,6413475
6413475,640000448
640000448,6413473
6413473,6415301
6415301,640000450
640000450,6415281
6415281,6415292
6415292,640000452
640000452,640000506
6415295,640000436
640000436,640000433
640000433,640000504
640000504,640000505
640000505,640000451
640000451,640000449
640000449,6413476
6413476,640000470
640000470,290003292
290003292,110003388
110003388,110003390
110003390,110003392
110003392,410003394
410003394,410003395
410003395,410003436
410003436,410003574
410003574,410003575
410003575,410003577
410003577,410003579
410003579,410003582
410003582,4114465
4114465,410003281
410003281,410003296
410003296,410003297
410003297,410003271
410003271,620003269
620003269,620003266
620003266,620003264
620003264,620003265
620003265,620003113
620003113,6201708
6201708,620003108
620003108,620003107
620003107,620003104
620003104,620003103
620003103,620003101
620003101,620003100
620003100,620003194
620003194,6201715
6201715,6201716
6201716,620003198
620003198,620003200
620003200,620003202
620003202,620003203
620003203,620003206
620003206,620003295
620003295,620003227
620003227,620003224
830004022,830004023
830004023,830004025
830004025,830004027
830004027,830004028
830004028,830004071
830004071,830004074
830004074,830004077
830004077,830004076
830004076,830004079
830004079,830004082
830004082,830003997
830003997,830003995
830003995,830003994
830003994,840003992
840003992,840000577
840000577,840000579
840000579,840000580
840000580,840000582
840000582,840000584
840000584,840000585
840000585,840000594
840000594,710000596
710000596,710000599
710000599,710000600
710000600,710000567
710000567,710000601
710000601,710000602
710000602,710000603
710000603,710000604
710000604,710000605
710000605,710000639
710000639,710000614
710000614,710000613
710000613,710000609
710000609,710000610
710000610,710000612
710000612,710000615
710000615,710000618
710000618,710000617
710000617,710017210
710017210,710000974
710000974,710000975
710000975,710000976
710000976,710000977
710000977,710000978
710000978,710000598
710000598,710000597
710000597,840000595
840000595,840000586
840000586,840000676
840000676,840000583
840000583,840000581
840000581,840000578
840000578,840003991
840003991,840003993
840003993,830003996
830003996,830003998
830003998,830004081
830004081,830004080
830004080,830004075
830004075,830004078
830004078,830004073
830004073,830004072
830004072,830004029
830004029,830004026
830004026,830004024
4114473,4114442
4114442,410003407
410003407,410003415
410003415,4114444
4114444,410003413
410003413,410003411
410003411,410003409
410003409,410003408
410003408,410003407
410003407,410003404
410003404,410003406
